,createdAt,closedAt,author,number,duration
4,2017-05-01 15:05:37+00:00,2017-05-15 20:15:14+00:00,Nathan Goldbaum,1351,1228177.0
6,2017-05-01 17:20:36+00:00,2017-05-08 19:49:21+00:00,John ZuHone,1353,613725.0
8,2017-05-01 18:23:41+00:00,2017-05-16 20:24:24+00:00,Kacper Kowalik,1355,1303243.0
9,2017-05-02 00:39:57+00:00,2017-05-08 21:12:41+00:00,Nathan Goldbaum,1356,592364.0
10,2017-05-02 01:23:08+00:00,2017-05-03 17:52:56+00:00,Andrew Myers,1357,145788.0
11,2017-05-02 02:21:19+00:00,2017-05-03 21:21:46+00:00,Nathan Goldbaum,1358,154827.0
12,2017-05-02 19:32:02+00:00,2017-05-03 18:53:00+00:00,Nathan Goldbaum,1360,84058.0
13,2017-05-03 20:43:34+00:00,2017-05-05 16:01:25+00:00,Nathan Goldbaum,1363,155871.0
14,2017-05-03 21:11:05+00:00,2017-05-08 19:58:34+00:00,Nathan Goldbaum,1364,427649.0
15,2017-05-03 21:46:28+00:00,2017-05-04 04:37:52+00:00,Michael Zingale,1365,24684.0
16,2017-05-04 14:24:05+00:00,2017-05-08 19:58:54+00:00,Nathan Goldbaum,1369,365689.0
17,2017-05-04 16:28:57+00:00,2017-05-08 19:59:10+00:00,Nathan Goldbaum,1370,358213.0
18,2017-05-04 16:54:18+00:00,2017-05-05 14:40:01+00:00,Nathan Goldbaum,1371,78343.0
19,2017-05-05 15:05:08+00:00,2017-05-08 19:59:26+00:00,Nathan Goldbaum,1372,276858.0
20,2017-05-05 22:11:26+00:00,2017-05-08 20:23:50+00:00,Nathan Goldbaum,1373,252744.0
21,2017-05-05 23:42:40+00:00,2017-05-08 02:58:24+00:00,Andrew Myers,1375,184544.0
22,2017-05-06 02:29:34+00:00,2017-05-06 02:30:27+00:00,Bili Dong,1376,53.0
23,2017-05-07 20:36:54+00:00,2017-05-07 22:34:27+00:00,Marianne Corvellec,1377,7053.0
24,2017-05-07 22:48:47+00:00,2017-05-08 13:48:10+00:00,Nathan Goldbaum,1378,53963.0
25,2017-05-08 22:45:00+00:00,2017-05-09 18:35:04+00:00,Nathan Goldbaum,1380,71404.0
26,2017-05-09 14:20:11+00:00,2017-05-09 15:38:58+00:00,Nathan Goldbaum,1381,4727.0
27,2017-05-09 22:00:06+00:00,2017-05-25 21:18:08+00:00,John ZuHone,1382,1379882.0
28,2017-05-10 22:30:35+00:00,2017-05-11 16:48:21+00:00,Nathan Goldbaum,1383,65866.0
29,2017-05-12 16:49:07+00:00,2017-05-12 17:52:35+00:00,John ZuHone,1386,3808.0
30,2017-05-12 21:44:30+00:00,2017-05-15 17:28:03+00:00,Matthew Turk,1387,243813.0
31,2017-05-15 15:49:56+00:00,2017-05-15 18:20:14+00:00,Nathan Goldbaum,1388,9018.0
32,2017-05-15 19:46:18+00:00,2017-05-16 17:30:26+00:00,Nathan Goldbaum,1390,78248.0
33,2017-05-15 21:06:56+00:00,2017-05-16 15:58:29+00:00,Kacper Kowalik,1391,67893.0
35,2017-05-16 18:44:50+00:00,2017-05-16 20:01:10+00:00,Kacper Kowalik,1393,4580.0
36,2017-05-16 19:50:41+00:00,2017-05-18 15:56:12+00:00,Matthew Turk,1395,158731.0
37,2017-05-16 19:56:40+00:00,2017-05-17 17:13:15+00:00,Nathan Goldbaum,1396,76595.0
38,2017-05-17 15:15:16+00:00,2017-05-17 17:13:06+00:00,Kacper Kowalik,1397,7070.0
39,2017-05-17 18:03:30+00:00,2017-05-19 21:06:57+00:00,Kacper Kowalik,1398,183807.0
40,2017-05-17 21:01:46+00:00,2017-05-18 15:39:34+00:00,Nathan Goldbaum,1400,67068.0
41,2017-05-18 00:04:15+00:00,2017-05-19 21:06:45+00:00,Nathan Goldbaum,1402,162150.0
42,2017-05-18 16:33:28+00:00,2017-05-31 21:11:04+00:00,Nathan Goldbaum,1404,1139856.0
43,2017-05-19 16:48:40+00:00,2017-05-21 19:12:52+00:00,Kacper Kowalik,1408,181452.0
44,2017-05-19 17:11:24+00:00,2017-05-25 21:19:58+00:00,Nathan Goldbaum,1409,533314.0
45,2017-05-19 19:48:07+00:00,2017-05-24 16:42:21+00:00,Nathan Goldbaum,1411,420854.0
46,2017-05-20 13:18:49+00:00,2017-08-01 14:59:39+00:00,Nathan Goldbaum,1414,6313250.0
47,2017-05-20 18:04:59+00:00,2017-05-21 17:20:11+00:00,Nathan Goldbaum,1415,83712.0
48,2017-05-21 08:29:49+00:00,2017-05-24 14:27:28+00:00,Suoqing Ji,1417,280659.0
49,2017-05-22 17:58:15+00:00,2017-05-22 20:25:32+00:00,Kacper Kowalik,1418,8837.0
50,2017-05-23 13:51:43+00:00,2017-05-23 15:10:57+00:00,Kacper Kowalik,1420,4754.0
51,2017-05-23 15:08:53+00:00,2017-06-15 13:35:57+00:00,John ZuHone,1421,1981624.0
52,2017-05-24 02:14:08+00:00,2017-06-20 15:30:00+00:00,Nathan Goldbaum,1422,2380552.0
53,2017-05-24 03:18:27+00:00,2017-05-24 14:03:53+00:00,Suoqing Ji,1423,38726.0
54,2017-05-24 20:18:52+00:00,2017-05-25 12:52:25+00:00,John ZuHone,1424,59613.0
55,2017-05-25 12:47:28+00:00,2017-05-25 21:18:27+00:00,Nathan Goldbaum,1425,30659.0
56,2017-05-26 15:22:49+00:00,2017-06-02 17:59:47+00:00,John ZuHone,1426,614218.0
57,2017-05-26 19:51:44+00:00,2017-06-03 17:09:28+00:00,John ZuHone,1428,681464.0
58,2017-05-29 15:17:05+00:00,2017-05-29 23:57:25+00:00,Kacper Kowalik,1429,31220.0
59,2017-05-29 16:42:36+00:00,2017-06-14 21:14:36+00:00,Nathan Goldbaum,1430,1398720.0
60,2017-05-30 14:38:56+00:00,2017-06-14 16:22:46+00:00,Nathan Goldbaum,1433,1302230.0
61,2017-05-31 17:35:02+00:00,2017-05-31 22:11:53+00:00,Matthew Turk,1434,16611.0
62,2017-05-31 19:01:06+00:00,2017-06-14 16:22:27+00:00,Nathan Goldbaum,1435,1200081.0
63,2017-05-31 22:37:59+00:00,2017-06-03 14:23:38+00:00,Alex Lindsay,1437,229539.0
64,2017-06-01 20:29:33+00:00,2017-06-02 17:58:40+00:00,Nathan Goldbaum,1438,77347.0
66,2017-06-05 19:32:39+00:00,2017-07-12 17:58:38+00:00,Alex Lindsay,1440,3191159.0
67,2017-06-07 00:22:41+00:00,2017-06-07 20:54:18+00:00,Ying-He Celeste Lü,1441,73897.0
68,2017-06-07 12:48:33+00:00,2017-06-08 13:38:44+00:00,Hugo,1442,89411.0
70,2017-06-09 15:26:15+00:00,2017-06-09 19:51:12+00:00,Andrew Myers,1445,15897.0
71,2017-06-10 02:37:07+00:00,2017-06-20 15:25:13+00:00,John ZuHone,1446,910086.0
72,2017-06-10 15:18:14+00:00,2017-06-27 18:14:48+00:00,Britton Smith,1447,1479394.0
75,2017-06-13 17:07:34+00:00,2017-06-14 16:12:19+00:00,Matthew Turk,1451,83085.0
77,2017-06-15 20:27:16+00:00,2017-06-16 13:36:13+00:00,Britton Smith,1453,61737.0
78,2017-06-15 23:52:57+00:00,2017-06-16 13:34:00+00:00,Nathan Goldbaum,1454,49263.0
79,2017-06-16 20:30:06+00:00,2017-07-16 14:32:32+00:00,Nathan Goldbaum,1456,2570546.0
80,2017-06-16 23:03:50+00:00,2017-06-22 13:33:50+00:00,Nathan Goldbaum,1457,484200.0
82,2017-06-19 16:03:33+00:00,2017-06-19 16:15:07+00:00,Nathan Goldbaum,1459,694.0
83,2017-06-20 20:34:01+00:00,2017-06-27 18:00:21+00:00,Nathan Goldbaum,1461,595580.0
84,2017-06-22 16:38:52+00:00,2017-06-23 13:08:53+00:00,Nathan Goldbaum,1462,73801.0
86,2017-06-22 20:48:02+00:00,2017-06-23 13:08:16+00:00,Nathan Goldbaum,1464,58814.0
87,2017-06-22 21:52:10+00:00,2017-07-16 14:32:51+00:00,Andrew Myers,1465,2047241.0
88,2017-06-22 22:11:28+00:00,2017-06-26 19:49:37+00:00,Nathan Goldbaum,1466,337089.0
89,2017-06-27 18:48:35+00:00,2017-06-28 21:15:04+00:00,Nathan Goldbaum,1468,95189.0
91,2017-06-28 14:35:55+00:00,2017-07-10 19:20:47+00:00,Corentin Cadiou,1470,1053892.0
92,2017-06-28 14:52:52+00:00,2017-07-14 13:50:39+00:00,Kacper Kowalik,1471,1378667.0
93,2017-06-29 20:00:53+00:00,2017-07-05 19:35:48+00:00,Andrew Myers,1473,516895.0
94,2017-07-02 20:46:38+00:00,2017-07-15 17:55:31+00:00,John ZuHone,1476,1112933.0
95,2017-07-03 21:23:15+00:00,2017-08-07 15:14:58+00:00,Bili Dong,1477,3001903.0
96,2017-07-04 18:40:05+00:00,2017-07-05 20:36:12+00:00,Bili Dong,1478,93367.0
97,2017-07-05 08:33:16+00:00,2017-07-17 21:35:42+00:00,Corentin Cadiou,1479,1083746.0
98,2017-07-05 20:23:50+00:00,2017-07-14 14:22:01+00:00,Nathan Goldbaum,1481,755891.0
99,2017-07-08 03:33:30+00:00,2017-07-16 14:31:52+00:00,John ZuHone,1482,730702.0
100,2017-07-10 18:33:30+00:00,2017-07-10 20:50:43+00:00,Matthew Turk,1485,8233.0
101,2017-07-10 22:10:59+00:00,2017-07-11 04:01:35+00:00,Britton Smith,1487,21036.0
102,2017-07-11 20:03:04+00:00,2017-07-12 18:40:49+00:00,Nathan Goldbaum,1488,81465.0
103,2017-07-11 22:06:59+00:00,2017-07-18 15:38:42+00:00,Nathan Goldbaum,1489,581503.0
104,2017-07-12 01:04:24+00:00,2018-06-29 14:53:49+00:00,Britton Smith,1490,30462565.0
105,2017-07-12 17:14:50+00:00,2017-07-14 14:06:03+00:00,Nicholas Earl,1491,161473.0
106,2017-07-14 20:23:25+00:00,2017-07-14 21:53:30+00:00,Nathan Goldbaum,1492,5405.0
107,2017-07-15 16:56:04+00:00,2017-07-16 14:30:50+00:00,Nathan Goldbaum,1493,77686.0
108,2017-07-18 20:14:45+00:00,2017-07-19 14:18:56+00:00,Nathan Goldbaum,1496,65051.0
109,2017-07-19 13:44:12+00:00,2017-07-19 15:17:13+00:00,Joseph Smidt,1498,5581.0
110,2017-07-19 20:16:30+00:00,2017-07-21 23:36:57+00:00,Marianne Corvellec,1500,184827.0
111,2017-07-20 00:12:34+00:00,2017-08-09 21:07:16+00:00,John McCann,1502,1803282.0
112,2017-07-24 16:59:07+00:00,2017-07-26 14:20:47+00:00,Nathan Goldbaum,1504,163300.0
113,2017-07-26 02:48:46+00:00,2017-07-31 15:37:40+00:00,Marianne Corvellec,1506,478134.0
114,2017-07-26 03:00:44+00:00,2017-07-26 14:21:32+00:00,Nathan Goldbaum,1508,40848.0
115,2017-07-26 15:07:40+00:00,2017-07-31 15:37:08+00:00,Alex Lindsay,1509,433768.0
116,2017-07-26 20:50:50+00:00,2017-08-07 15:11:29+00:00,Nathan Goldbaum,1510,1016439.0
117,2017-07-27 21:44:36+00:00,2017-07-29 21:30:09+00:00,Nathan Goldbaum,1512,171933.0
118,2017-07-28 01:34:02+00:00,2017-07-31 15:35:36+00:00,Marianne Corvellec,1513,309694.0
119,2017-07-28 16:56:51+00:00,2017-07-31 15:34:52+00:00,Nathan Goldbaum,1514,254281.0
120,2017-07-28 17:38:16+00:00,2017-07-28 17:40:00+00:00,,1515,104.0
121,2017-07-31 16:31:45+00:00,2017-08-02 12:33:48+00:00,Alex Lindsay,1516,158523.0
122,2017-08-01 17:17:14+00:00,2017-08-02 20:36:31+00:00,Nathan Goldbaum,1517,98357.0
123,2017-08-01 21:49:37+00:00,2017-08-03 15:45:30+00:00,John ZuHone,1518,150953.0
124,2017-08-01 21:53:46+00:00,2017-08-03 15:44:13+00:00,John ZuHone,1519,150627.0
125,2017-08-02 19:31:19+00:00,2017-08-07 15:10:57+00:00,Nathan Goldbaum,1521,416378.0
126,2017-08-03 01:55:21+00:00,2017-08-07 15:52:27+00:00,Nathan Goldbaum,1523,395826.0
127,2017-08-04 19:01:48+00:00,2017-08-07 15:52:35+00:00,John ZuHone,1524,247847.0
128,2017-08-05 01:18:18+00:00,2017-08-05 06:46:37+00:00,Kacper Kowalik,1525,19699.0
129,2017-08-08 16:16:46+00:00,2017-08-08 19:01:49+00:00,Nathan Goldbaum,1526,9903.0
130,2017-08-08 20:36:42+00:00,2017-08-10 17:40:35+00:00,Nathan Goldbaum,1529,162233.0
131,2017-08-08 20:51:38+00:00,2017-08-10 02:14:13+00:00,Nathan Goldbaum,1530,105755.0
132,2017-08-08 23:08:59+00:00,2017-08-09 21:13:17+00:00,Andrew Myers,1531,79458.0
133,2017-08-09 20:40:01+00:00,2017-08-09 22:30:41+00:00,Nathan Goldbaum,1532,6640.0
134,2017-08-09 21:51:36+00:00,2017-08-10 02:14:26+00:00,Britton Smith,1533,15770.0
136,2017-08-11 19:46:15+00:00,2017-08-12 17:56:25+00:00,Matthew Turk,1537,79810.0
137,2017-08-12 00:01:31+00:00,2017-08-12 11:26:44+00:00,Britton Smith,1538,41113.0
138,2017-08-16 10:40:24+00:00,2017-08-16 11:07:51+00:00,Corentin Cadiou,1540,1647.0
139,2017-08-18 14:45:38+00:00,2017-08-18 18:43:02+00:00,Kacper Kowalik,1542,14244.0
141,2017-09-01 19:13:31+00:00,2017-09-07 13:56:47+00:00,Hsi-Yu Schive,1546,499396.0
142,2017-09-01 20:40:56+00:00,2017-09-05 15:43:46+00:00,Hsi-Yu Schive,1547,327770.0
143,2017-09-04 15:00:22+00:00,2017-10-06 14:50:43+00:00,Corentin Cadiou,1548,2764221.0
144,2017-09-05 16:16:03+00:00,2017-09-07 15:56:54+00:00,Nathan Goldbaum,1549,171651.0
145,2017-09-06 22:12:35+00:00,2017-09-19 13:47:59+00:00,Bili Dong,1550,1092924.0
146,2017-09-07 15:48:22+00:00,2017-09-19 13:47:33+00:00,Nathan Goldbaum,1551,1029551.0
147,2017-09-07 20:04:27+00:00,2017-09-08 04:00:56+00:00,John ZuHone,1553,28589.0
148,2017-09-12 09:42:52+00:00,2017-10-02 14:34:33+00:00,Corentin Cadiou,1555,1745501.0
150,2017-09-14 17:48:13+00:00,2017-10-14 01:31:53+00:00,Britton Smith,1558,2533420.0
151,2017-09-14 18:06:52+00:00,2017-09-19 13:43:52+00:00,Britton Smith,1559,416220.0
152,2017-09-18 18:20:53+00:00,2017-09-19 13:42:45+00:00,Nathan Goldbaum,1560,69712.0
153,2017-09-18 21:12:55+00:00,2017-09-19 13:43:17+00:00,Nathan Goldbaum,1561,59422.0
154,2017-09-19 14:14:10+00:00,2017-11-29 18:24:27+00:00,John ZuHone,1562,6149417.0
155,2017-09-19 14:56:54+00:00,2017-09-25 22:59:02+00:00,John ZuHone,1563,547328.0
156,2017-09-22 19:19:35+00:00,2017-10-14 01:31:09+00:00,Nathan Goldbaum,1567,1836694.0
157,2017-09-22 19:39:40+00:00,2017-10-14 01:30:38+00:00,John ZuHone,1568,1835458.0
158,2017-09-22 20:03:38+00:00,2017-10-16 20:22:32+00:00,Britton Smith,1569,2074734.0
159,2017-09-25 21:37:22+00:00,2017-10-14 01:29:44+00:00,Nathan Goldbaum,1570,1569142.0
160,2017-09-26 20:51:26+00:00,2017-09-27 17:05:58+00:00,Yi-Hao Chen,1572,72872.0
161,2017-09-30 00:33:38+00:00,2017-10-16 20:10:38+00:00,Britton Smith,1574,1453020.0
162,2017-10-02 03:10:30+00:00,2017-10-23 02:16:48+00:00,Josh Soref,1575,1811178.0
163,2017-10-03 03:30:17+00:00,2017-10-17 16:09:19+00:00,John ZuHone,1576,1255142.0
164,2017-10-03 03:37:31+00:00,2017-10-14 01:19:01+00:00,John ZuHone,1577,942090.0
165,2017-10-05 13:45:10+00:00,2017-10-14 01:18:14+00:00,Josh Borrow,1578,732784.0
168,2017-10-10 03:03:17+00:00,2017-10-12 19:24:17+00:00,Andrew Myers,1583,231660.0
169,2017-10-11 16:12:03+00:00,2017-10-14 01:17:39+00:00,Josh Borrow,1586,205536.0
170,2017-10-14 01:01:56+00:00,2017-10-14 15:26:53+00:00,Britton Smith,1587,51897.0
171,2017-10-14 14:10:06+00:00,2017-10-16 19:59:07+00:00,John ZuHone,1588,193741.0
172,2017-10-18 21:41:54+00:00,2017-10-21 12:42:39+00:00,Nathan Goldbaum,1590,226845.0
173,2017-10-23 20:07:04+00:00,2017-11-29 15:40:20+00:00,Nathan Goldbaum,1591,3180796.0
174,2017-10-24 02:05:43+00:00,2017-10-24 03:22:57+00:00,Nathan Goldbaum,1592,4634.0
176,2017-10-25 18:55:08+00:00,2017-10-26 13:23:46+00:00,Josh Borrow,1594,66518.0
177,2017-10-27 17:18:09+00:00,2017-11-29 15:42:23+00:00,Nathan Goldbaum,1596,2845454.0
178,2017-10-28 22:06:52+00:00,2017-10-30 15:24:13+00:00,Suoqing Ji,1597,148641.0
179,2017-10-30 22:02:55+00:00,2017-11-14 00:53:23+00:00,Suoqing Ji,1598,1219828.0
180,2017-11-01 16:34:56+00:00,2017-11-29 15:44:47+00:00,Nathan Goldbaum,1602,2416191.0
181,2017-11-01 20:04:09+00:00,2017-11-14 00:52:34+00:00,Nathan Goldbaum,1603,1054105.0
182,2017-11-02 22:49:25+00:00,2017-12-08 17:55:16+00:00,Hsi-Yu Schive,1605,3092751.0
183,2017-11-03 16:40:44+00:00,2017-11-03 19:15:27+00:00,Nathan Goldbaum,1607,9283.0
184,2017-11-04 20:27:16+00:00,2017-11-09 18:35:10+00:00,Bili Dong,1611,425274.0
185,2017-11-07 20:27:12+00:00,2017-12-08 17:55:48+00:00,Yingchao Lu,1612,2669316.0
187,2017-11-08 15:58:53+00:00,2017-11-14 00:50:59+00:00,Nathan Goldbaum,1615,463926.0
188,2017-11-11 13:11:22+00:00,2017-12-04 17:22:23+00:00,Corentin Cadiou,1616,2002261.0
189,2017-11-13 05:01:42+00:00,2017-11-14 01:05:20+00:00,Don E. Willcox,1619,72218.0
190,2017-11-13 23:42:36+00:00,2017-11-29 15:37:29+00:00,Nathan Goldbaum,1620,1353293.0
191,2017-11-14 00:11:16+00:00,2017-11-29 01:42:42+00:00,Andrew Myers,1621,1301486.0
192,2017-11-14 16:52:03+00:00,2018-01-19 17:14:04+00:00,Matthew Turk,1622,5703721.0
193,2017-11-14 21:22:51+00:00,2017-12-08 17:56:20+00:00,Yi-Hao Chen,1624,2061209.0
195,2017-11-16 03:00:00+00:00,2017-11-16 04:34:30+00:00,Cameron Hummels,1627,5670.0
196,2017-11-16 20:01:29+00:00,2017-11-17 01:37:13+00:00,Yi-Hao Chen,1628,20144.0
197,2017-11-17 08:45:54+00:00,2017-11-17 18:07:12+00:00,Corentin Cadiou,1630,33678.0
198,2017-11-20 16:34:12+00:00,2017-11-29 15:29:20+00:00,Nathan Goldbaum,1633,773708.0
199,2017-11-21 18:55:29+00:00,2017-12-08 17:57:59+00:00,Andrew Myers,1634,1465350.0
200,2017-11-29 15:53:32+00:00,2017-12-08 18:28:47+00:00,John ZuHone,1636,786915.0
201,2017-11-29 18:15:58+00:00,2017-12-05 15:11:13+00:00,Corentin Cadiou,1637,507315.0
202,2017-11-30 18:21:35+00:00,2017-12-06 16:13:07+00:00,Hugo,1638,510692.0
203,2017-12-04 21:21:38+00:00,2017-12-08 17:54:33+00:00,Nathan Goldbaum,1640,333175.0
204,2017-12-05 16:44:36+00:00,2018-01-15 14:24:24+00:00,Corentin Cadiou,1641,3533988.0
205,2017-12-06 21:15:04+00:00,2017-12-08 18:28:19+00:00,Nathan Goldbaum,1643,162795.0
206,2017-12-06 21:40:56+00:00,2017-12-07 18:45:40+00:00,Britton Smith,1644,75884.0
207,2017-12-08 12:55:19+00:00,2018-01-20 07:04:27+00:00,Fabian Koller,1645,3694148.0
208,2017-12-12 21:40:54+00:00,2018-02-16 16:33:31+00:00,Nathan Goldbaum,1647,5683957.0
209,2017-12-12 21:50:57+00:00,2018-01-19 17:25:35+00:00,Nathan Goldbaum,1648,3267278.0
210,2017-12-13 21:48:43+00:00,2018-04-21 04:43:05+00:00,Nathan Goldbaum,1649,11084062.0
211,2017-12-18 17:20:06+00:00,2018-01-19 17:26:00+00:00,Nathan Goldbaum,1651,2765154.0
212,2017-12-18 23:58:55+00:00,2017-12-19 23:21:18+00:00,Andrew Myers,1653,84143.0
213,2017-12-20 10:26:52+00:00,2018-01-10 14:54:29+00:00,Corentin Cadiou,1654,1830457.0
214,2017-12-22 16:14:28+00:00,2018-01-31 17:12:45+00:00,Nathan Goldbaum,1656,3459497.0
215,2018-01-04 23:40:25+00:00,2018-01-11 15:56:37+00:00,Andrew Myers,1658,576972.0
216,2018-01-06 00:42:27+00:00,2018-01-19 17:27:46+00:00,Britton Smith,1659,1183519.0
218,2018-01-10 17:25:57+00:00,2018-01-11 15:56:47+00:00,Nathan Goldbaum,1661,81050.0
219,2018-01-10 21:03:52+00:00,2018-01-31 17:12:04+00:00,Nathan Goldbaum,1662,1800492.0
220,2018-01-11 07:03:11+00:00,2018-01-11 15:45:33+00:00,Max Katz,1664,31342.0
221,2018-01-11 19:56:56+00:00,2018-01-19 17:29:23+00:00,Nathan Goldbaum,1665,682347.0
222,2018-01-12 19:23:25+00:00,2018-01-12 21:29:02+00:00,Nathan Goldbaum,1666,7537.0
224,2018-01-13 16:11:22+00:00,2018-03-14 15:42:16+00:00,Corentin Cadiou,1668,5182254.0
225,2018-01-16 13:02:52+00:00,2018-01-16 16:24:34+00:00,Corentin Cadiou,1670,12102.0
226,2018-01-18 15:05:26+00:00,2018-02-13 17:18:44+00:00,Corentin Cadiou,1671,2254398.0
227,2018-01-18 20:05:06+00:00,2018-01-19 16:35:43+00:00,Matthew Turk,1673,73837.0
228,2018-01-19 06:04:55+00:00,2018-01-19 16:35:05+00:00,Cameron Hummels,1674,37810.0
229,2018-01-24 20:05:42+00:00,2018-02-14 17:35:03+00:00,Stephanie Ho,1675,1805361.0
230,2018-01-24 21:51:23+00:00,2018-02-01 18:57:14+00:00,Nathan Goldbaum,1676,680751.0
231,2018-01-30 16:47:35+00:00,2018-02-01 17:59:47+00:00,,1679,177132.0
232,2018-02-07 19:27:12+00:00,2018-02-13 17:20:41+00:00,Britton Smith,1683,510809.0
233,2018-02-07 22:00:22+00:00,2018-02-08 20:37:35+00:00,Philipp Grete,1684,81433.0
234,2018-02-08 16:43:29+00:00,2018-02-08 18:47:49+00:00,Nathan Goldbaum,1685,7460.0
235,2018-02-08 20:02:51+00:00,2018-02-09 17:08:12+00:00,Nathan Goldbaum,1687,75921.0
236,2018-02-08 20:33:14+00:00,2018-02-09 17:07:42+00:00,Philipp Grete,1688,74068.0
237,2018-02-10 00:34:16+00:00,2018-02-13 17:21:53+00:00,Britton Smith,1690,319657.0
238,2018-02-10 22:33:11+00:00,2018-02-13 17:22:12+00:00,Bili Dong,1692,240541.0
239,2018-02-12 17:08:49+00:00,2018-03-29 17:33:21+00:00,Nathan Goldbaum,1693,3889472.0
240,2018-02-12 22:47:21+00:00,2018-02-13 17:23:19+00:00,Nathan Goldbaum,1694,66958.0
241,2018-02-16 18:53:54+00:00,2018-02-16 21:40:06+00:00,Philipp Grete,1695,9972.0
242,2018-02-16 19:03:26+00:00,2018-02-16 21:40:29+00:00,Nathan Goldbaum,1696,9423.0
243,2018-02-17 00:04:25+00:00,2018-02-22 16:27:56+00:00,Abhishek Singh,1697,491011.0
244,2018-02-20 23:58:07+00:00,2018-02-22 14:45:15+00:00,Ash Kelly,1700,139628.0
245,2018-02-22 11:05:15+00:00,2018-02-26 16:31:45+00:00,Corentin Cadiou,1701,365190.0
247,2018-02-23 20:26:02+00:00,2018-02-24 00:01:22+00:00,Nathan Goldbaum,1704,12920.0
248,2018-02-24 19:55:38+00:00,2018-03-29 17:32:17+00:00,Abhishek Singh,1705,2842599.0
249,2018-02-27 20:48:37+00:00,2018-02-28 18:05:24+00:00,Nathan Goldbaum,1708,76607.0
251,2018-03-05 01:53:11+00:00,2018-03-05 17:13:21+00:00,Kacper Kowalik,1712,55210.0
252,2018-03-05 22:46:33+00:00,2018-03-06 00:55:19+00:00,Madicken Munk,1713,7726.0
253,2018-03-07 02:56:51+00:00,2019-02-11 19:38:16+00:00,Britton Smith,1714,29522485.0
254,2018-03-08 18:36:59+00:00,2018-03-08 22:18:45+00:00,Nathan Goldbaum,1720,13306.0
255,2018-03-08 20:32:45+00:00,2018-03-09 20:01:45+00:00,Nathan Goldbaum,1722,84540.0
256,2018-03-13 22:03:21+00:00,2018-03-29 17:32:00+00:00,Stephanie Ho,1723,1366119.0
257,2018-03-13 23:00:39+00:00,2018-03-19 19:43:23+00:00,Britton Smith,1724,506564.0
258,2018-03-14 13:09:23+00:00,2018-03-29 17:30:31+00:00,Corentin Cadiou,1725,1311668.0
259,2018-03-14 20:19:43+00:00,2018-03-15 20:04:44+00:00,,1726,85501.0
261,2018-03-16 21:50:00+00:00,2018-03-16 21:54:17+00:00,Max Katz,1729,257.0
263,2018-03-19 15:46:16+00:00,2018-03-19 20:52:36+00:00,Nathan Goldbaum,1731,18380.0
264,2018-03-20 22:09:20+00:00,2018-03-29 17:31:48+00:00,Britton Smith,1732,760948.0
266,2018-03-22 20:16:24+00:00,2018-03-26 14:38:58+00:00,Matthew Turk,1735,325354.0
267,2018-03-26 17:09:59+00:00,2018-04-27 18:07:56+00:00,Nathan Goldbaum,1737,2768277.0
268,2018-03-28 14:49:44+00:00,2018-03-31 18:09:37+00:00,Corentin Cadiou,1738,271193.0
269,2018-03-28 15:49:02+00:00,2018-04-18 18:10:40+00:00,Corentin Cadiou,1739,1822898.0
270,2018-03-28 23:53:17+00:00,2018-04-27 18:04:45+00:00,Britton Smith,1740,2571088.0
271,2018-03-30 17:39:19+00:00,2018-03-31 02:00:37+00:00,Nathan Goldbaum,1741,30078.0
272,2018-04-03 15:15:53+00:00,2018-04-03 17:27:16+00:00,Nathan Goldbaum,1742,7883.0
273,2018-04-03 19:03:12+00:00,2018-04-04 20:17:54+00:00,Nathan Goldbaum,1743,90882.0
274,2018-04-06 14:33:54+00:00,2018-04-19 18:12:03+00:00,John ZuHone,1744,1136289.0
275,2018-04-06 15:12:04+00:00,2018-04-16 00:48:26+00:00,Nathan Goldbaum,1745,812182.0
276,2018-04-06 16:32:29+00:00,2018-04-09 03:59:23+00:00,Nathan Goldbaum,1746,214014.0
277,2018-04-08 20:22:02+00:00,2018-04-09 17:53:55+00:00,Nathan Goldbaum,1749,77513.0
278,2018-04-10 18:25:54+00:00,2018-04-10 20:38:46+00:00,Britton Smith,1750,7972.0
279,2018-04-12 14:29:13+00:00,2018-04-21 04:42:53+00:00,Corentin Cadiou,1751,742420.0
280,2018-04-12 18:11:40+00:00,2018-04-12 19:38:37+00:00,Nathan Goldbaum,1752,5217.0
281,2018-04-16 00:47:07+00:00,2018-05-17 18:41:24+00:00,John ZuHone,1755,2742857.0
282,2018-04-16 04:06:20+00:00,2018-05-04 21:25:42+00:00,Bili Dong,1756,1617562.0
283,2018-04-17 18:35:49+00:00,2018-04-17 22:39:15+00:00,Matthew Turk,1758,14606.0
284,2018-04-17 20:44:13+00:00,2018-04-17 22:38:49+00:00,Miguel de Val-Borro,1759,6876.0
286,2018-04-18 20:49:05+00:00,2018-04-18 23:42:20+00:00,Bili Dong,1761,10395.0
287,2018-04-19 16:41:32+00:00,2018-04-27 18:02:13+00:00,Miguel de Val-Borro,1762,696041.0
288,2018-04-23 15:24:08+00:00,2018-04-27 18:00:01+00:00,Corentin Cadiou,1763,354953.0
289,2018-04-24 20:09:45+00:00,2018-04-25 01:58:49+00:00,Nathan Goldbaum,1765,20944.0
290,2018-04-24 21:40:17+00:00,2018-05-03 14:59:24+00:00,Nathan Goldbaum,1766,753547.0
