,createdAt,closedAt,author,number,duration
2173,2023-03-31 16:00:37+00:00,2023-03-31 16:57:37+00:00,Clément Robert,4392,3420.0
2174,2023-04-01 05:59:05+00:00,2023-04-01 07:18:42+00:00,,4393,4777.0
2175,2023-04-01 05:59:09+00:00,2023-04-01 07:34:40+00:00,,4394,5731.0
2176,2023-04-03 18:50:46+00:00,2023-04-05 09:25:28+00:00,,4395,138882.0
2177,2023-04-05 03:48:31+00:00,2023-04-06 15:11:00+00:00,Eric T. Johnson,4397,127349.0
2181,2023-04-06 21:25:34+00:00,2023-04-25 07:37:34+00:00,Eric T. Johnson,4402,1591920.0
2182,2023-04-07 19:21:01+00:00,2023-04-08 10:54:34+00:00,Eric T. Johnson,4404,56013.0
2184,2023-04-08 16:56:32+00:00,2023-04-14 21:55:46+00:00,Michael Zingale,4407,536354.0
2186,2023-04-10 10:38:15+00:00,2023-04-13 21:38:16+00:00,Clément Robert,4409,298801.0
2187,2023-04-10 13:18:51+00:00,2023-04-13 21:39:06+00:00,John ZuHone,4410,289215.0
2188,2023-04-10 18:02:48+00:00,2023-04-14 21:51:31+00:00,Eric T. Johnson,4411,359323.0
2189,2023-04-12 16:17:14+00:00,2023-06-20 16:13:54+00:00,Chris Havlin,4414,5961400.0
2190,2023-04-16 11:31:25+00:00,2023-05-01 21:51:17+00:00,Clément Robert,4417,1333192.0
2192,2023-04-19 02:12:10+00:00,2023-04-25 16:24:40+00:00,John ZuHone,4419,569550.0
2194,2023-04-21 11:20:58+00:00,2023-04-21 17:46:54+00:00,Clément Robert,4422,23156.0
2195,2023-04-26 19:18:55+00:00,2023-04-26 20:06:53+00:00,Michael Zingale,4423,2878.0
2196,2023-04-28 12:35:20+00:00,2023-07-31 13:21:58+00:00,,4424,8124398.0
2197,2023-04-28 17:25:32+00:00,2023-05-01 21:50:49+00:00,John ZuHone,4426,275117.0
2198,2023-05-01 05:58:19+00:00,2023-05-01 08:38:05+00:00,,4427,9586.0
2199,2023-05-01 05:58:23+00:00,2023-05-01 08:38:41+00:00,,4428,9618.0
2200,2023-05-01 14:58:21+00:00,2023-05-02 12:56:16+00:00,Clément Robert,4429,79075.0
2201,2023-05-01 18:25:31+00:00,2023-05-01 20:10:41+00:00,,4430,6310.0
2202,2023-05-02 00:28:21+00:00,2023-05-05 16:12:38+00:00,John ZuHone,4431,315857.0
2203,2023-05-03 15:21:55+00:00,2023-05-05 21:01:27+00:00,Clément Robert,4434,193172.0
2204,2023-05-03 20:05:44+00:00,2023-05-04 12:10:50+00:00,Clément Robert,4435,57906.0
2206,2023-05-04 17:24:19+00:00,2023-05-05 14:12:07+00:00,Corentin Cadiou,4438,74868.0
2207,2023-05-06 08:16:27+00:00,2023-05-22 13:20:20+00:00,Clément Robert,4439,1400633.0
2208,2023-05-10 15:09:58+00:00,2023-05-26 12:54:47+00:00,John ZuHone,4440,1374289.0
2210,2023-05-12 20:11:12+00:00,2023-05-12 21:45:50+00:00,John ZuHone,4442,5678.0
2211,2023-05-13 17:06:42+00:00,2023-05-13 23:19:14+00:00,Clément Robert,4443,22352.0
2212,2023-05-14 10:20:37+00:00,2023-05-17 12:39:34+00:00,Clément Robert,4444,267537.0
2213,2023-05-15 14:25:31+00:00,2023-05-15 15:51:57+00:00,Clément Robert,4445,5186.0
2214,2023-05-15 16:37:32+00:00,2023-05-15 17:23:31+00:00,John ZuHone,4446,2759.0
2216,2023-05-21 20:21:01+00:00,2023-06-09 18:09:40+00:00,Clément Robert,4449,1633719.0
2217,2023-05-22 16:28:49+00:00,2023-05-22 17:55:50+00:00,Clément Robert,4450,5221.0
2218,2023-05-26 13:00:06+00:00,2023-05-26 14:34:18+00:00,Clément Robert,4452,5652.0
2219,2023-05-26 13:02:10+00:00,2023-05-27 12:00:31+00:00,Clément Robert,4453,82701.0
2220,2023-05-26 14:26:17+00:00,2023-06-10 13:43:32+00:00,Clément Robert,4455,1293435.0
2221,2023-05-27 14:42:02+00:00,2023-06-07 16:27:16+00:00,Clément Robert,4456,956714.0
2222,2023-06-01 05:58:12+00:00,2023-06-01 16:25:57+00:00,,4457,37665.0
2223,2023-06-01 05:58:17+00:00,2023-06-01 17:14:00+00:00,,4458,40543.0
2226,2023-06-02 13:58:11+00:00,2023-06-08 16:21:41+00:00,Clément Robert,4463,527010.0
2227,2023-06-02 14:06:48+00:00,2023-06-09 17:05:07+00:00,Clément Robert,4464,615499.0
2228,2023-06-02 14:29:30+00:00,2023-06-02 18:02:31+00:00,Matthew Turk,4465,12781.0
2229,2023-06-02 18:02:52+00:00,2023-06-03 10:34:04+00:00,Lumberbot (aka Jack),4466,59472.0
2230,2023-06-03 12:12:16+00:00,2023-06-06 09:11:20+00:00,Clément Robert,4469,248344.0
2231,2023-06-04 23:00:23+00:00,2023-07-26 22:34:45+00:00,mtryan83,4470,4491262.0
2232,2023-06-05 13:12:40+00:00,2023-06-05 16:50:39+00:00,Clément Robert,4472,13079.0
2233,2023-06-05 16:51:14+00:00,2023-06-06 07:06:11+00:00,Lumberbot (aka Jack),4473,51297.0
2234,2023-06-05 18:16:46+00:00,2023-06-05 19:57:19+00:00,,4474,6033.0
2235,2023-06-06 09:27:42+00:00,2023-06-09 17:01:11+00:00,Clément Robert,4475,286409.0
2236,2023-06-06 21:07:13+00:00,2023-06-13 07:52:16+00:00,Clément Robert,4476,557103.0
2237,2023-06-06 22:53:59+00:00,2023-06-07 16:17:15+00:00,Michael Zingale,4477,62596.0
2238,2023-06-07 10:33:41+00:00,2023-06-07 11:18:02+00:00,Clément Robert,4479,2661.0
2239,2023-06-07 11:18:23+00:00,2023-06-07 13:31:19+00:00,Lumberbot (aka Jack),4480,7976.0
2241,2023-06-08 02:32:29+00:00,2023-06-08 21:44:38+00:00,John ZuHone,4482,69129.0
2242,2023-06-08 16:22:11+00:00,2023-06-08 17:29:31+00:00,Lumberbot (aka Jack),4483,4040.0
2243,2023-06-08 21:44:59+00:00,2023-06-09 05:25:29+00:00,Lumberbot (aka Jack),4484,27630.0
2244,2023-06-09 12:50:26+00:00,2023-06-09 16:59:30+00:00,Clément Robert,4485,14944.0
2245,2023-06-09 16:59:38+00:00,2023-06-09 21:37:31+00:00,Lumberbot (aka Jack),4486,16673.0
2246,2023-06-09 17:03:44+00:00,2023-06-09 21:37:50+00:00,Lumberbot (aka Jack),4487,16446.0
2247,2023-06-09 19:13:53+00:00,2023-06-09 21:26:07+00:00,Clément Robert,4488,7934.0
2248,2023-06-10 06:28:56+00:00,2023-06-10 13:01:37+00:00,Clément Robert,4490,23561.0
2249,2023-06-10 07:34:01+00:00,2023-06-10 13:01:46+00:00,Clément Robert,4491,19665.0
2250,2023-06-10 08:24:33+00:00,2023-06-10 13:02:21+00:00,Clément Robert,4492,16668.0
2251,2023-06-10 13:02:07+00:00,2023-06-10 15:33:58+00:00,Lumberbot (aka Jack),4493,9111.0
2252,2023-06-10 13:02:15+00:00,2023-06-10 15:34:15+00:00,Lumberbot (aka Jack),4494,9120.0
2253,2023-06-10 13:02:32+00:00,2023-06-10 15:34:32+00:00,Lumberbot (aka Jack),4495,9120.0
2256,2023-06-10 14:44:48+00:00,2023-06-13 07:53:10+00:00,Clément Robert,4498,234502.0
2258,2023-06-12 14:06:22+00:00,2023-06-18 12:58:16+00:00,Clément Robert,4501,514314.0
2259,2023-06-12 15:58:17+00:00,2023-06-15 06:20:24+00:00,Clément Robert,4503,224527.0
2260,2023-06-13 07:53:43+00:00,2023-06-13 09:34:53+00:00,Lumberbot (aka Jack),4504,6070.0
2261,2023-06-14 12:30:57+00:00,2023-06-14 15:13:00+00:00,Clément Robert,4505,9723.0
2262,2023-06-14 15:13:25+00:00,2023-06-15 11:40:29+00:00,Lumberbot (aka Jack),4506,73624.0
2263,2023-06-14 19:17:29+00:00,2023-06-15 06:18:19+00:00,Chris Havlin,4508,39650.0
2264,2023-06-14 21:49:52+00:00,2023-06-23 09:48:56+00:00,Chris Havlin,4509,734344.0
2265,2023-06-15 06:20:52+00:00,2023-06-15 11:40:47+00:00,Lumberbot (aka Jack),4510,19195.0
2266,2023-06-15 11:45:38+00:00,2023-06-16 20:53:09+00:00,Clément Robert,4511,119251.0
2267,2023-06-16 16:05:11+00:00,2023-06-16 19:02:37+00:00,Matthew Turk,4513,10646.0
2268,2023-06-16 19:05:48+00:00,2023-06-16 20:00:26+00:00,Lumberbot (aka Jack),4514,3278.0
2269,2023-06-18 17:20:12+00:00,2023-06-19 16:07:02+00:00,Clément Robert,4516,82010.0
2270,2023-06-18 18:17:49+00:00,2023-07-10 14:16:59+00:00,Clément Robert,4517,1886350.0
2271,2023-06-19 09:06:45+00:00,2023-06-20 03:16:05+00:00,Clément Robert,4519,65360.0
2273,2023-06-19 21:17:00+00:00,2023-06-20 03:14:45+00:00,Clément Robert,4521,21465.0
2274,2023-06-19 23:00:42+00:00,2023-06-23 09:49:42+00:00,Clément Robert,4523,298140.0
2275,2023-06-20 16:14:19+00:00,2023-06-22 15:37:52+00:00,Lumberbot (aka Jack),4524,170613.0
2277,2023-06-21 10:30:00+00:00,2023-06-21 16:00:35+00:00,Britton Smith,4527,19835.0
2280,2023-06-21 16:15:30+00:00,2023-06-21 17:32:38+00:00,Lumberbot (aka Jack),4531,4628.0
2281,2023-06-22 10:53:58+00:00,2023-06-22 14:07:04+00:00,Clément Robert,4533,11586.0
2282,2023-06-22 14:07:25+00:00,2023-06-22 15:03:05+00:00,Lumberbot (aka Jack),4534,3340.0
2283,2023-06-24 08:48:21+00:00,2023-06-30 10:53:21+00:00,Clément Robert,4536,525900.0
2286,2023-06-26 09:22:05+00:00,2023-07-03 19:30:18+00:00,Clément Robert,4539,641293.0
2287,2023-06-26 12:00:11+00:00,2023-06-27 09:01:04+00:00,Clément Robert,4541,75653.0
2288,2023-06-27 16:41:09+00:00,2023-06-28 08:48:51+00:00,Clément Robert,4543,58062.0
2289,2023-06-27 17:07:34+00:00,2023-06-27 18:22:58+00:00,Matthew Turk,4544,4524.0
2290,2023-06-27 18:23:17+00:00,2023-06-28 08:48:36+00:00,Lumberbot (aka Jack),4546,51919.0
2291,2023-06-27 20:44:46+00:00,2023-07-25 13:45:01+00:00,Matthew Turk,4547,2394015.0
2292,2023-06-28 14:38:41+00:00,2023-06-28 15:34:52+00:00,Clément Robert,4549,3371.0
2293,2023-06-28 15:35:17+00:00,2023-06-28 16:32:54+00:00,Lumberbot (aka Jack),4550,3457.0
2294,2023-06-28 19:07:12+00:00,2023-06-28 19:51:30+00:00,Clément Robert,4551,2658.0
2295,2023-06-29 17:07:36+00:00,2023-07-03 15:04:42+00:00,Kacper Kowalik,4553,338226.0
2296,2023-06-30 10:53:55+00:00,2023-06-30 11:47:01+00:00,Lumberbot (aka Jack),4555,3186.0
2297,2023-06-30 11:50:28+00:00,2023-07-20 22:54:28+00:00,Evan O'Connor,4556,1767840.0
2298,2023-07-01 05:31:20+00:00,2023-07-01 06:56:57+00:00,,4558,5137.0
2299,2023-07-01 05:31:22+00:00,2023-07-01 07:01:21+00:00,,4559,5399.0
2300,2023-07-02 16:53:47+00:00,2023-07-19 14:51:14+00:00,Clément Robert,4560,1461447.0
2301,2023-07-03 18:36:09+00:00,2023-07-03 19:20:42+00:00,,4561,2673.0
2302,2023-07-04 05:45:22+00:00,2023-07-05 17:21:44+00:00,John ZuHone,4562,128182.0
2303,2023-07-05 15:11:49+00:00,2023-07-05 15:56:36+00:00,Clément Robert,4564,2687.0
2304,2023-07-06 13:37:44+00:00,2023-07-07 12:49:08+00:00,Michael Zingale,4566,83484.0
2305,2023-07-07 12:49:32+00:00,2023-07-07 15:00:56+00:00,Lumberbot (aka Jack),4567,7884.0
2306,2023-07-09 06:52:56+00:00,2023-07-09 14:20:39+00:00,John ZuHone,4570,26863.0
2307,2023-07-09 14:21:08+00:00,2023-07-09 15:07:04+00:00,Lumberbot (aka Jack),4571,2756.0
2308,2023-07-10 11:57:55+00:00,2023-07-14 16:15:31+00:00,John ZuHone,4572,361056.0
2309,2023-07-10 13:13:18+00:00,2023-07-14 20:58:47+00:00,Clément Robert,4573,373529.0
2310,2023-07-13 12:58:28+00:00,2023-08-01 14:46:58+00:00,Clément Robert,4575,1648110.0
2311,2023-07-14 20:59:09+00:00,2023-07-15 06:48:16+00:00,Lumberbot (aka Jack),4576,35347.0
2312,2023-07-17 09:55:24+00:00,2023-07-17 12:57:47+00:00,Clément Robert,4577,10943.0
2313,2023-07-17 12:58:08+00:00,2023-07-17 18:47:44+00:00,Lumberbot (aka Jack),4578,20976.0
2314,2023-07-17 22:01:58+00:00,2023-07-21 21:17:44+00:00,Chris Havlin,4579,342946.0
2315,2023-07-19 13:45:17+00:00,2023-07-25 17:15:16+00:00,Clément Robert,4580,530999.0
2317,2023-07-19 15:42:39+00:00,2023-07-20 22:55:02+00:00,Clément Robert,4582,112343.0
2318,2023-07-19 15:59:18+00:00,2023-08-07 16:55:18+00:00,Clément Robert,4583,1644960.0
2320,2023-07-20 10:08:41+00:00,2023-07-20 21:47:25+00:00,Clément Robert,4585,41924.0
2321,2023-07-20 10:28:49+00:00,2023-07-21 13:25:35+00:00,Clément Robert,4586,97006.0
2322,2023-07-20 21:47:51+00:00,2023-07-21 05:58:37+00:00,Lumberbot (aka Jack),4587,29446.0
2323,2023-07-20 22:55:09+00:00,2023-07-21 05:58:55+00:00,Lumberbot (aka Jack),4588,25426.0
2324,2023-07-21 13:26:07+00:00,2023-07-21 18:28:37+00:00,Lumberbot (aka Jack),4589,18150.0
2325,2023-07-21 20:24:00+00:00,2023-07-23 16:07:37+00:00,Kacper Kowalik,4592,157417.0
2326,2023-07-23 16:08:00+00:00,2023-07-23 17:10:28+00:00,Lumberbot (aka Jack),4594,3748.0
2327,2023-07-24 15:11:13+00:00,2023-07-24 17:13:02+00:00,Chris Havlin,4595,7309.0
2328,2023-07-24 21:00:14+00:00,2023-07-27 11:59:48+00:00,Chris Havlin,4597,226774.0
2329,2023-07-25 13:45:24+00:00,2023-07-25 14:59:50+00:00,Lumberbot (aka Jack),4598,4466.0
2330,2023-07-25 13:54:26+00:00,2023-07-28 18:44:25+00:00,Clément Robert,4599,276599.0
2331,2023-07-25 17:33:25+00:00,2023-07-26 08:04:11+00:00,Clément Robert,4600,52246.0
2332,2023-07-25 18:20:34+00:00,2023-07-25 22:48:48+00:00,Clément Robert,4601,16094.0
2333,2023-07-25 22:48:55+00:00,2023-07-26 05:54:03+00:00,Lumberbot (aka Jack),4602,25508.0
2334,2023-07-27 13:37:37+00:00,2023-07-28 18:28:00+00:00,Clément Robert,4604,103823.0
2335,2023-07-27 17:31:29+00:00,2023-07-29 11:25:22+00:00,mtryan83,4605,150833.0
2336,2023-07-28 08:55:55+00:00,2023-08-03 22:03:34+00:00,Clément Robert,4607,565659.0
2337,2023-07-28 16:40:17+00:00,2023-07-28 17:25:00+00:00,Bernhard M. Wiedemann,4609,2683.0
2338,2023-07-28 17:25:29+00:00,2023-07-28 18:44:47+00:00,Lumberbot (aka Jack),4610,4758.0
2339,2023-07-28 18:28:09+00:00,2023-07-28 19:16:05+00:00,Lumberbot (aka Jack),4612,2876.0
2340,2023-07-28 18:44:32+00:00,2023-07-28 20:00:18+00:00,Lumberbot (aka Jack),4613,4546.0
2341,2023-08-01 05:55:37+00:00,2023-08-01 07:50:12+00:00,,4615,6875.0
2342,2023-08-01 05:55:39+00:00,2023-08-01 07:51:18+00:00,,4616,6939.0
2343,2023-08-04 14:40:46+00:00,2023-08-04 15:47:34+00:00,Kacper Kowalik,4619,4008.0
2344,2023-08-04 20:51:00+00:00,2023-08-07 16:54:36+00:00,Clément Robert,4620,245016.0
2345,2023-08-05 07:21:31+00:00,2023-08-08 08:21:44+00:00,Clément Robert,4621,262813.0
2346,2023-08-07 18:44:48+00:00,2023-08-07 20:48:00+00:00,,4623,7392.0
